Column1.1,Column1.2,Column1.3,Column1.4,Column1.5
32701, Womens Equality Advocates, People visiting sites advocating for womens equal rights.,06-07-2018 14:35,06-07-2018 14:35
32702, Romantics, People reading about romance and researching ideas for planning romantic moments.,06-07-2018 14:35,06-07-2018 14:35
32703, School Supply Shoppers, Consumers shopping for classroom supplies for K-12 students.,06-07-2018 14:35,06-07-2018 14:35
32704, Major Airline Customers, People visiting sites for major airline brands to plan and view travel itinerary.,06-07-2018 14:35,06-07-2018 14:35
32705, Certified Events Professionals, Professionals reading industry news and researching products and services for event management.,06-07-2018 14:35,06-07-2018 14:35
33191, Online Shoppers, People who spend money online,17-07-2018 10:40,17-07-2018 10:46
33474, Daily Fantasy Sports Enthusiasts," People in this audience follow fantasy sports, join leagues, and research sports trends.",20-07-2018 15:20,25-07-2018 14:16
33533, Los Angeles Lakers Fans, People reading news about the Los Angeles Lakers and watching games. These consumers are more likely to spend money on team gear.,25-07-2018 18:00,31-07-2018 16:25
33534, Miami Heat Fans, People reading news about the Miami Heat and watching games. These consumers are more likely to spend money on team gear.,25-07-2018 18:00,31-07-2018 16:25
33957, Call of Duty Enthusiasts, People reading news and product releases for Call of Duty games and merchandise.,02-08-2018 16:05,02-08-2018 16:05
33958, Astrology Enthusiasts, People reading daily horoscopes and astrology content.,02-08-2018 16:05,02-08-2018 16:05
33959, Boston Bruins Fans, People reading news about the Boston Bruins and watching games. These consumers are more likely to spend money on team gear.,02-08-2018 16:05,02-08-2018 16:05
33960, Chicago Blackhawks Fans, People reading news about the Chicago Blackhawks and watching games. These consumers are more likely to spend money on team gear.,02-08-2018 16:05,02-08-2018 16:05
33961, Detroit Red Wings Fans, People reading news about the Detroit Red Wings and watching games. These consumers are more likely to spend money on team gear.,02-08-2018 16:05,02-08-2018 16:05
33962, Chicago Bears Fans, People reading news about the Chicago Bears and watching games. These consumers are more likely to spend money on team gear.,02-08-2018 16:05,02-08-2018 16:05
33963, Denver Broncos Fans, People reading news about the Denver Broncos and watching games. These consumers are more likely to spend money on team gear.,02-08-2018 16:05,02-08-2018 16:05
33964, Milwaukee Bucks Fans, People reading news about the Milwaukee Bucks and watching games. These consumers are more likely to spend money on team gear.,02-08-2018 16:05,02-08-2018 16:05
33965, Minnesota Timberwolves Fans, People reading news about the Minnesota Timberwolves and watching games. These consumers are more likely to spend money on team gear.,02-08-2018 16:05,02-08-2018 16:05
33966, New York Knicks Fans, People reading news about the New York Knicks and watching games. These consumers are more likely to spend money on team gear.,02-08-2018 16:05,02-08-2018 16:05
33967, New York Rangers Fans, People reading news about the New York Rangers and watching games. These consumers are more likely to spend money on team gear.,02-08-2018 16:05,02-08-2018 16:05
33968, Oklahoma City Thunder Fans, People reading news about the Oklahoma City Thunder and watching games. These consumers are more likely to spend money on team gear.,02-08-2018 16:05,02-08-2018 16:05
33969, Pittsburgh Penguins Fans, People reading news about the Pittsburgh Penguins and watching games. These consumers are more likely to spend money on team gear.,02-08-2018 16:05,02-08-2018 16:05
33970, San Antonio Spurs Fans, People reading news about the San Antonio Spurs and watching games. These consumers are more likely to spend money on team gear.,02-08-2018 16:05,02-08-2018 16:05
33971, Sun Protection Shoppers, Consumers comparing brands and shopping for sun protection products.,02-08-2018 16:05,02-08-2018 16:05
33972, Toronto Raptors Fans, People reading news about the Toronto Raptors and watching games. These consumers are more likely to spend money on team gear.,02-08-2018 16:05,02-08-2018 16:05
34077, Candy Shoppers, Consumers researching candy companies and purchasing candy online.,07-08-2018 17:10,07-08-2018 17:10
34078, Cookie Eaters, Consumers researching cookie companies and purchasing cookies online.,07-08-2018 17:10,07-08-2018 17:10
34079, Detroit Lions Fans, People reading news about the Detroit Lions and watching games. These consumers are more likely to spend money on team gear.,07-08-2018 17:10,07-08-2018 17:10
34081, Miami Dolphins Fans, People reading news about the Miami Dolphins and watching games. These consumers are more likely to spend money on team gear.,07-08-2018 17:10,07-08-2018 17:10
34082, New England Patriots Fans, People reading news about the New England Patriots and watching games. These consumers are more likely to spend money on team gear.,07-08-2018 17:10,07-08-2018 17:10
34083, New York Giants Fans, People reading news about the New York Giants and watching games. These consumers are more likely to spend money on team gear.,07-08-2018 17:10,07-08-2018 17:10
34084, New York Jets Fans, People reading news about the New York Jets and watching games. These consumers are more likely to spend money on team gear.,07-08-2018 17:10,07-08-2018 17:10
34085, Oakland Raiders Fans, People reading news about the Oakland Raiders and watching games. These consumers are more likely to spend money on team gear.,07-08-2018 17:10,07-08-2018 17:10
34086, Pittsburgh Steelers Fans, People reading news about the Pittsburgh Steelers and watching games. These consumers are more likely to spend money on team gear.,07-08-2018 17:10,07-08-2018 17:10
34087, San Francisco 49ers Fans, People reading news about the San Francisco 49ers and watching games. These consumers are more likely to spend money on team gear.,07-08-2018 17:10,07-08-2018 17:10
34088, Soda Drinkers, Consumers researching soda companies and purchasing soda online.,07-08-2018 17:10,07-08-2018 17:10
34276, Romance Movie and TV enthusiasts, Consumers researching popular romance movies and TV shows.,13-08-2018 13:35,13-08-2018 13:35
34459, Coffee Bean Shoppers, Consumers researching coffee brands and purchasing coffee beans.,15-08-2018 18:00,15-08-2018 18:00
34460, Ice Cream Shoppers, Consumers researching ice cream brands and purchasing ice cream products.,15-08-2018 18:00,15-08-2018 18:00
34461, Jazz Music Fans, People reading about jazz music and musicians.,15-08-2018 18:00,15-08-2018 18:00
34462, Baltimore Orioles Fans, People reading news about the Baltimore Orioles and watching games. These consumers are more likely to spend money on team gear.,15-08-2018 18:00,15-08-2018 18:00
34463, Boston Red Sox Fans, People reading news about the Boston Red Sox and watching games. These consumers are more likely to spend money on team gear.,15-08-2018 18:00,15-08-2018 18:00
34464, New York Yankees Fans, People reading news about the New York Yankees and watching games. These consumers are more likely to spend money on team gear.,15-08-2018 18:00,15-08-2018 18:00
34465, Toronto Blue Jays Fans, People reading news about the Toronto Blue Jays and watching games. These consumers are more likely to spend money on team gear.,15-08-2018 18:00,15-08-2018 18:00
34466, Detroit Tigers Fans, People reading news about the Detroit Tigers and watching games. These consumers are more likely to spend money on team gear.,15-08-2018 18:00,15-08-2018 18:00
34467, Little Rock Trip Planners," People researching attractions and accommodations in Little Rock, Arkansas. These consumers are more likely to spend money on flights, hotels, and local attractions.",15-08-2018 18:00,15-08-2018 18:00
34468, Hard Rock Hotel & Casino Trip Planners, Consumers comparing and booking accommodations at Hard Rock Hotels and Casinos.,15-08-2018 18:00,15-08-2018 18:00
34469, Jazz Festival Enthusiasts, People researching and planning to attend jazz music festivals.,15-08-2018 18:00,15-08-2018 18:00
34470, Drive-In Theater Enthusiasts, People researching the history of drive-in theaters and buying movie tickets.,15-08-2018 18:00,15-08-2018 18:00
34471, Cabin Rental Researchers, People researching and booking cabin rentals accommodations.,15-08-2018 18:00,15-08-2018 18:00
34574, F1 Racing Enthusiasts, People visiting websites and reading articles about F1 racing.,17-08-2018 10:50,17-08-2018 10:50
34635, Arizona Cardinals Fans, People reading news about the Arizona Cardinals and watching games. These consumers are more likely to spend money on team gear.,20-08-2018 11:00,20-08-2018 11:00
34636, Baltimore Ravens Fans, People reading news about the Baltimore Ravens and watching games. These consumers are more likely to spend money on team gear.,20-08-2018 11:00,20-08-2018 11:00
34637, Buffalo Bills Fans, People reading news about the Buffalo Bills and watching games. These consumers are more likely to spend money on team gear.,20-08-2018 11:00,20-08-2018 11:00
34638, Carolina Panthers Fans, People reading news about the Carolina Panthers and watching games. These consumers are more likely to spend money on team gear.,20-08-2018 11:00,20-08-2018 11:00
34639, Cleveland Browns Fans, People reading news about the Cleveland Browns and watching games. These consumers are more likely to spend money on team gear.,20-08-2018 11:00,20-08-2018 11:00
34640, Houston Texans Fans, People reading news about the Houston Texans and watching games. These consumers are more likely to spend money on team gear.,20-08-2018 11:00,20-08-2018 11:00
34641, Indianapolis Colts Fans, People reading news about the Indianapolis Colts and watching games. These consumers are more likely to spend money on team gear.,20-08-2018 11:00,20-08-2018 11:00
34642, Cincinnati Bengals Fans, People reading news about the Cincinnati Bengals and watching games. These consumers are more likely to spend money on team gear.,20-08-2018 11:00,20-08-2018 11:00
34643, Jacksonville Jaguars Fans, People reading news about the Jacksonville Jaguars and watching games. These consumers are more likely to spend money on team gear.,20-08-2018 11:00,20-08-2018 11:00
34644, Kansas City Chiefs Fans, People reading news about the Kansas City Chiefs and watching games. These consumers are more likely to spend money on team gear.,20-08-2018 11:00,20-08-2018 11:00
34645, Minnesota Vikings Fans, People reading news about the Minnesota Vikings and watching games. These consumers are more likely to spend money on team gear.,20-08-2018 11:00,20-08-2018 11:00
34646, New Orleans Saints Fans, People reading news about the New Orleans Saints and watching games. These consumers are more likely to spend money on team gear.,20-08-2018 11:00,20-08-2018 11:00
34647, Los Angeles Rams Fans, People reading news about the Los Angeles Rams and watching games. These consumers are more likely to spend money on team gear.,20-08-2018 11:00,20-08-2018 11:00
34648, Los Angeles Chargers Fans, People reading news about the Los Angeles Chargers and watching games. These consumers are more likely to spend money on team gear.,20-08-2018 11:00,20-08-2018 11:00
34649, Tampa Bay Buccaneers Fans, People reading news about the Tampa Bay Buccaneers and watching games. These consumers are more likely to spend money on team gear.,20-08-2018 11:00,20-08-2018 11:00
34650, Tennessee Titans Fans, People reading news about the Tennessee Titans and watching games. These consumers are more likely to spend money on team gear.,20-08-2018 11:00,20-08-2018 11:00
34651, Washington Redskins Fans, People reading news about the Washington Redskins and watching games. These consumers are more likely to spend money on team gear.,20-08-2018 11:00,20-08-2018 11:00
34909, Project Managers, Professionals reading industry news and researching products and services for project managers.,22-08-2018 13:00,22-08-2018 13:00
34948, Comedy Movie and TV Enthusiasts, Consumers researching popular comedy movies and TV shows.,22-08-2018 15:30,22-08-2018 15:30
34950, Action Movie and TV Enthusiasts, Consumers researching popular action movies and TV shows.,22-08-2018 15:30,22-08-2018 15:30
34951, Scifi Movie and TV Enthusiasts, Consumers researching popular scifi movies and TV shows.,22-08-2018 15:30,22-08-2018 15:30
35169, SMB Commercial Insurance Researchers, Professionals researching commercial insurance products.,27-08-2018 12:20,28-08-2018 13:07
35903, Trendy Denim Shoppers, Customers shopping for denim from trendsetting brands.,05-09-2018 18:10,05-09-2018 18:10
35904, Utility Workwear Shoppers, Customers shopping for clothes and shoes from utility workwear brands.,05-09-2018 18:10,05-09-2018 18:10
35905, Athleisure Shoppers, Customers shopping for clothes and accessories from athleisure and fitness brands.,05-09-2018 18:10,05-09-2018 18:10
35906, MS Information Researchers, People researching multiple sclerosis treatments and charities.,05-09-2018 18:15,05-09-2018 18:15
35932, Easter Decorations and Candy Shoppers, Consumers shopping for Easter decorations and candy.,06-09-2018 11:40,14-09-2018 16:47
35953, Kitchen and Bath Professionals, Professionals reading industry news and researching products and services for kitchen and bathroom construction and design.,06-09-2018 16:55,06-09-2018 16:55
35964, eSports Enthusiasts," People in this audience participate and/or spectate in eSports Competitive/Professional video gaming, follow various video game leagues, and keep up with video game tournaments that take place throughout the year.",06-09-2018 20:30,16-01-2019 09:11
36020, Architects, Professionals reading industry news and researching architecture products and services.,07-09-2018 15:00,07-09-2018 15:00
36138, Haunted House Researchers, People researching and planning to visit haunted houses across the US.,12-09-2018 14:00,12-09-2018 14:00
36343, Computer Processor and Data Center Decision Makers, Professionals reading industry news and researching products and services for computer processing and data center storage.,14-09-2018 14:35,14-09-2018 14:35
36860, Casual Dining Restaurant Researchers, People researching news and menus from casual dining restaurants.,19-09-2018 15:55,19-09-2018 15:55
36862, Soap Shoppers, Consumers shopping for soap and other household cleaning products.,19-09-2018 16:20,19-09-2018 16:20
36863, Hurricane Safety Researchers, People researching storm preparation and tracking storms online.,19-09-2018 16:20,19-09-2018 16:20
36864, Vegetarians, Consumers researching living a vegetarian lifestyle and recipes.,19-09-2018 16:20,19-09-2018 16:20
36867, Blender Shoppers, Consumers shopping for blenders and other small kitchen appliances.,19-09-2018 16:20,19-09-2018 16:20
36868, Chandelier and Lamp Shoppers," Consumers shopping for lighting, like chandeliers and lamps, for their homes.",19-09-2018 16:20,19-09-2018 16:20
36869, Wood Carving Enthusiasts, People looking for wood carving inspiration and purchasing equipment.,19-09-2018 16:20,19-09-2018 16:20
36870, Model Train Enthusiasts, People researching model trains and shopping for products and equipment.,19-09-2018 16:20,19-09-2018 16:20
36871, Model Building Hobbyists, People researching model building and shopping for products and equipment.,19-09-2018 16:20,19-09-2018 16:20
36872, Knitting Enthusiasts, People looking for knitting inspiration and purchasing equipment.,19-09-2018 16:20,19-09-2018 16:20
36873, Quilting Enthusiasts, People looking for quilting inspiration and purchasing equipment.,19-09-2018 16:20,19-09-2018 16:20
36874, Bowling Enthusiasts," People researching bowling communities, techniques and equipment.",19-09-2018 16:20,19-09-2018 16:20
36875, Painting Hobbyist, People looking for painting inspiration and purchasing equipment.,19-09-2018 16:20,19-09-2018 16:20
36876, Billiards Enthusiasts," People researching billiards communities, techniques and equipment.",19-09-2018 16:20,19-09-2018 16:20
36877, Crochet Enthusiasts, People looking for crochet inspiration and purchasing equipment.,19-09-2018 16:20,19-09-2018 16:20
36878, Drawing Enthusiasts, People looking for drawing inspiration and purchasing equipment.,19-09-2018 16:20,19-09-2018 16:20
36879, Embroidery Enthusiasts, People looking for embroidery inspiration and purchasing equipment.,19-09-2018 16:20,19-09-2018 16:20
36880, Skateboarding Enthusiasts," People researching skateboarding communities, techniques and equipment.",19-09-2018 16:20,19-09-2018 16:20
36881, Paintball Enthusiasts," People researching paintball communities, techniques and equipment.",19-09-2018 16:20,19-09-2018 16:20
36882, Airstream Enthusiasts, People researching airstreams and vintage RVs. These consumers are more likely to spend money on a new or used airstream.,19-09-2018 16:20,19-09-2018 16:20
36883, Dance Enthusiasts, People looking for dance inspiration and purchasing equipment.,19-09-2018 16:20,19-09-2018 16:20
36884, Dance Clothing Shoppers, Customers shopping for clothes and accessories for competitive dance performances.,19-09-2018 16:20,19-09-2018 16:20
37165, Home and Garden TV Fans, Consumers watching and reading about popular home and garden television shows.,24-09-2018 16:25,24-09-2018 16:25
37166, Cooking Show Fans, Consumers watching and reading about popular cooking television shows.,24-09-2018 16:25,24-09-2018 16:25
37257, Cold and Flu Prevention Researchers, People researching cold and flu prevention and symptom relief.,25-09-2018 14:15,25-09-2018 14:15
37406, Metal Detecting Enthusiasts, People researching metal detecting and shopping for products and equipment.,26-09-2018 12:50,26-09-2018 12:50
37407, Archery Enthusiasts, People researching archery techniques and purchasing equipment.,26-09-2018 12:50,16-01-2019 09:11
37408, Survivalist Enthusiasts, People researching survivalism and shopping for products and equipment.,26-09-2018 12:50,26-09-2018 12:50
37409, Antiquing Enthusiasts, People researching antiques and shopping for products.,26-09-2018 12:50,26-09-2018 12:50
37410, Bird Watching Enthusiasts, People researching bird watching communities and shopping for equipment.,26-09-2018 12:50,26-09-2018 12:50
37411, Leather Goods Shoppers, Consumers shopping for items like apparel and luggage from brands that specialize in leather goods.,26-09-2018 12:50,26-09-2018 12:50
37412, Medieval History Enthusiasts, People researching medieval history and purchasing history books and products.,26-09-2018 12:50,26-09-2018 12:50
37413, Tailgate Enthusiasts, People researching recipes and purchasing products for tailgates.,26-09-2018 12:50,26-09-2018 12:50
37414, Motor Scooter Enthusiasts, People researching and comparing motor scooters. These consumers are more likely to spend money on a new or used scooter.,26-09-2018 12:50,26-09-2018 12:50
37415, Korean Food Enthusiasts, People reading about Korean food and researching recipes.,26-09-2018 12:50,26-09-2018 12:50
37416, Louisiana Creole Food Enthusiasts, People reading about Louisiana Creole food and researching recipes.,26-09-2018 12:50,26-09-2018 12:50
37417, Malaysian Food Enthusiasts, People reading about Malaysian food and researching recipes.,26-09-2018 12:50,26-09-2018 12:50
37418, Thai Food Enthusiasts, People reading about Thai food and researching recipes.,26-09-2018 12:50,26-09-2018 12:50
37419, Light Bulb Shoppers, Consumers shopping for light bulbs and lighting fixtures.,26-09-2018 12:50,26-09-2018 12:50
37420, Smartphone Case Shoppers, Consumers shopping for smartphone cases and mobile accessories.,26-09-2018 12:50,26-09-2018 12:50
37421, Budget Mobile Phone Researchers, Consumers researching budget mobile phones and wireless plans.,26-09-2018 12:50,26-09-2018 12:50
37422, Laptop Researchers, Consumers shopping for laptops and laptop accessories.,26-09-2018 12:50,26-09-2018 12:50
37423, Promotional Products Purchasers, Consumers shopping for customizable promotional products.,26-09-2018 12:50,26-09-2018 12:50
37524, RV Owners and Upgraders, Consumers shopping for parts and accessories to outfit their motorhome or camper.,27-09-2018 15:20,27-09-2018 15:20
37874, Spain Trip Planners," People researching attractions and accommodations in Spain. These consumers are more likely to spend money on flights, hotels, and local attractions.",03-10-2018 14:15,03-10-2018 14:15
37875, Vermont Trip Planners," People researching attractions and accommodations in Vermont. These consumers are more likely to spend money on flights, hotels, and local attractions.",03-10-2018 14:15,03-10-2018 14:15
37876, Jamband Fans, People reading about jamband music and culture.,03-10-2018 14:15,03-10-2018 14:15
37877, Dallas Mavericks Fans, People reading news about the Dallas Mavericks and watching games. These consumers are more likely to spend money on team gear.,03-10-2018 14:15,03-10-2018 14:15
37878, New Orleans Pelicans Fans, People reading news about the New Orleans Pelicans and watching games. These consumers are more likely to spend money on team gear.,03-10-2018 14:15,03-10-2018 14:15
37879, Chess Enthusiasts, People researching chess techniques and playing chess online.,03-10-2018 14:15,03-10-2018 14:15
37880, Solitaire Players, People playing solitaire and card games online.,03-10-2018 14:15,03-10-2018 14:15
37881, Trivia Enthusiasts, People researching trivia facts and playing trivia games online.,03-10-2018 14:15,03-10-2018 14:15
37882, Home Aquarium Enthusiasts, Consumers researching or purchasing home aquarium products and services.,03-10-2018 14:15,03-10-2018 14:15
37883, Shapewear & Leggings Shoppers, Consumers shopping for leggings and shapewear apparel.,03-10-2018 14:15,03-10-2018 14:15
37887, Gift Givers, Consumers shopping for gift cards and other gifts.,03-10-2018 14:45,03-10-2018 14:45
38283, Womens Subscription Box Shoppers, Consumers researching and purchasing subscription boxes for womens products and accessories.,10-10-2018 15:20,10-10-2018 15:20
38284, Portuguese Food Enthusiasts, People reading about Portuguese food and researching recipes.,10-10-2018 15:20,10-10-2018 15:20
38350, Indian Food Enthusiasts, People reading about Indian food and researching recipes.,11-10-2018 12:20,11-10-2018 12:20
38351, Xtreme Sports Fans, People reading news about professional xtreme sports and purchasing gear.,11-10-2018 12:20,16-01-2019 09:11
38352, Lawn and Home Pest Control Researchers, Consumers researching lawn and home pest control products and techniques.,11-10-2018 12:20,11-10-2018 12:20
38353, Netherlands Trip Planners," People researching attractions and accommodations in the Netherlands. These consumers are more likely to spend money on flights, hotels, and local attractions.",11-10-2018 12:20,11-10-2018 12:20
38354, Train Travelers, People researching and booking train travel accommodations.,11-10-2018 12:20,11-10-2018 12:20
38355, Private Jet Traveler, People researching and booking private jet travel accommodations.,11-10-2018 12:20,11-10-2018 12:20
38356, Grateful Dead Fans," People reading about the Grateful Dead, their music, and similar musicians.",11-10-2018 12:20,11-10-2018 12:20
38357, Jam Band Festival Fans, People researching and planning to attend jam band music festivals.,11-10-2018 12:20,11-10-2018 12:20
38358, Off the Grid Living Enthusiasts, People researching living off the grid and shopping for products and equipment.,11-10-2018 12:20,11-10-2018 12:20
38359, Christian Voters, People researching political issues for Christian voters.,11-10-2018 12:20,11-10-2018 12:20
38360, Northeastern Voters, People researching voter registration options and political issues for voters in Northeastern states.,11-10-2018 12:20,11-10-2018 12:20
38361, Mid-Atlantic Voters, People researching voter registration options and political issues for voters in Mid-Atlantic states.,11-10-2018 12:20,11-10-2018 12:20
38362, South Atlantic Voters, People researching voter registration options and political issues for voters in South Atlantic states.,11-10-2018 12:20,11-10-2018 12:20
38363, Southeastern Voters, People researching voter registration options and political issues for voters in Southeastern states.,11-10-2018 12:20,11-10-2018 12:20
38364, Southern Central Voters, People researching voter registration options and political issues for voters in Southern Central states.,11-10-2018 12:20,11-10-2018 12:20
38365, Midwestern Voters, People researching voter registration options and political issues for voters in Midwestern states.,11-10-2018 12:20,11-10-2018 12:20
38366, Green Party Policy Supporters, People researching political issues for Green Party supporters.,11-10-2018 12:20,11-10-2018 12:20
38367, Tea Party Policy Supporters, People researching political issues for Tea Party supporters.,11-10-2018 12:20,11-10-2018 12:20
38368, Volvo Vehicle Shoppers, People researching and comparing Volvo vehicles. These consumers are more likely to spend money on a new or used car.,11-10-2018 12:30,11-10-2018 12:30
38989, Tahoe Skiers and Snowboarders, Consumers reading reviews of ski resorts and snow reports in Tahoe.,18-10-2018 14:10,18-10-2018 14:10
38990, Colorado Skiers and Snowboarders, Consumers reading reviews of ski resorts and snow reports in Colorado.,18-10-2018 14:10,18-10-2018 14:10
38991, Aspen Trip Planners, People researching attractions and accommodations in Aspen. These consumers are more likely to spend money on travel and local attractions.,18-10-2018 14:10,18-10-2018 14:10
38992, Oregon Trip Planners, People researching attractions and accommodations in Oregon. These consumers are more likely to spend money on travel and local attractions.,18-10-2018 14:10,18-10-2018 14:10
38993, Washington Skiers and Snowboarders, Consumers reading reviews of ski resorts and snow reports in Washington state.,18-10-2018 14:10,18-10-2018 14:10
38994, Western Canada Skiers and Snowboarders, Consumers reading reviews of ski resorts and snow reports in Western Canada.,18-10-2018 14:10,18-10-2018 14:10
38995, California Skiers and Snowboarders, Consumers reading reviews of ski resorts and snow reports in California.,18-10-2018 14:10,18-10-2018 14:10
38996, Montana and Idaho Trip Planners, People researching attractions and accommodations in Montana and Idaho. These consumers are more likely to spend money on travel and local attractions.,18-10-2018 14:10,18-10-2018 14:10
39189, Retired Budget Healthcare Shoppers, Retired people shopping for discount healthcare.,22-10-2018 14:15,22-10-2018 14:15
39190, Retired Health Insurance Researchers, Retired people researching health insurance options.,22-10-2018 14:15,22-10-2018 14:15
39191, Retired Wealthy Assisted Living Researchers, Retired wealthy people researching assisted living options.,22-10-2018 14:15,22-10-2018 14:15
39192, Bargain Shopping Researchers, People researching bargain shopping options.,22-10-2018 14:15,22-10-2018 14:15
39193, Medical Science Researchers, People researching medical science journals and publications.,22-10-2018 14:15,22-10-2018 14:15
39194, Cook at Home Parents, Parents that cook family meals at home.,22-10-2018 14:15,22-10-2018 14:15
39195, Retired Government Employees, Retired people who were government employees.,22-10-2018 14:15,22-10-2018 14:15
39196, Retired Assisted Living Shoppers, Retired people shopping for assisted living.,22-10-2018 14:15,22-10-2018 14:15
39197, Budget Grocery Shoppers, People shopping for groceries on a budget.,22-10-2018 14:15,22-10-2018 14:15
39198, Involved Parents, Parents actively involved in the education of their children.,22-10-2018 14:15,22-10-2018 14:15
39199, Medical Consultation Researchers, People researching medical consultation options.,22-10-2018 14:15,22-10-2018 14:15
39330, Atlanta Hawks Fans, People reading news about the Atlanta Hawks and watching games. These consumers are more likely to spend money on team gear.,22-10-2018 18:40,22-10-2018 18:40
39331, Denver Nuggets Fans, People reading news about the Denver Nuggets and watching games. These consumers are more likely to spend money on team gear.,22-10-2018 18:40,22-10-2018 18:40
39332, Indiana Pacers Fans, People reading news about the Indiana Pacers and watching games. These consumers are more likely to spend money on team gear.,22-10-2018 18:40,22-10-2018 18:40
39333, Los Angeles Clippers Fans, People reading news about the Los Angeles Clippers and watching games. These consumers are more likely to spend money on team gear.,22-10-2018 18:40,22-10-2018 18:40
39334, Memphis Grizzlies Fans, People reading news about the Memphis Grizzlies and watching games. These consumers are more likely to spend money on team gear.,22-10-2018 18:40,22-10-2018 18:40
39335, Orlando Magic Fans, People reading news about the Orlando Magic and watching games. These consumers are more likely to spend money on team gear.,22-10-2018 18:40,22-10-2018 18:40
39336, Philadelphia 76ers Fans, People reading news about the Philadelphia 76ers and watching games. These consumers are more likely to spend money on team gear.,22-10-2018 18:40,22-10-2018 18:40
39337, Phoenix Suns Fans, People reading news about the Phoenix Suns and watching games. These consumers are more likely to spend money on team gear.,22-10-2018 18:40,22-10-2018 18:40
39338, Portland Trail Blazers Fans, People reading news about the Portland Trail Blazers and watching games. These consumers are more likely to spend money on team gear.,22-10-2018 18:40,22-10-2018 18:40
39339, Utah Jazz Fans, People reading news about the Utah Jazz and watching games. These consumers are more likely to spend money on team gear.,22-10-2018 18:40,22-10-2018 18:40
39462, GIS Users, Professionals who use Geographic Information Systems,23-10-2018 11:00,23-10-2018 11:00
39547, Louisville Cardinals Fans, Fans of Louisville Cardinals,23-10-2018 18:10,16-01-2019 09:11
39551, Ride Share Drivers, Professionals reading industry news and researching products and services for ride share drivers.,23-10-2018 19:20,23-10-2018 19:20
39640, Big 12 Fans, Fans of Big 12,24-10-2018 11:30,16-01-2019 09:11
39641, Ohio State Buckeyes Fans, Fans of Ohio State Buckeyes,24-10-2018 11:30,16-01-2019 09:11
39642, Notre Dame Fighting Irish Fans, Fans of Notre Dame Fighting Irish,24-10-2018 11:30,16-01-2019 09:11
39643, Louisiana State University Tigers Fans, Fans of Louisiana State University Tigers,24-10-2018 11:30,16-01-2019 09:11
39644, Florida State Seminoles Fans, Fans of Florida State Seminoles,24-10-2018 11:30,16-01-2019 09:11
39645, Oregon Ducks Fans, Fans of Oregon Ducks,24-10-2018 11:30,16-01-2019 09:11
39646, Syracuse Orange Fans, Fans of Syracuse Orange,24-10-2018 11:30,16-01-2019 09:11
39647, South Carolina Gamecocks Fans, Fans of South Carolina Gamecocks,24-10-2018 11:30,16-01-2019 09:11
39648, UNC Tar Heels Fans, Fans of UNC Tar Heels,24-10-2018 11:30,16-01-2019 09:11
39649, Duke Blue Devils Fans, Fans of Duke Blue Devils,24-10-2018 11:30,16-01-2019 09:11
39650, Kentucky Wildcats Fans, Fans of Kentucky Wildcats,24-10-2018 11:30,16-01-2019 09:11
39651, Iowa Hawkeyes Fans, Fans of Iowa Hawkeyes,24-10-2018 11:30,16-01-2019 09:11
39652, Gonzaga Bulldogs Fans, Fans of Gonzaga Bulldogs,24-10-2018 11:30,16-01-2019 09:11
39653, Indiana Hoosiers Fans, Fans of Indiana Hoosiers,24-10-2018 11:30,16-01-2019 09:11
39654, Oklahoma State Cowboys Fans, Fans of Oklahoma State Cowboys,24-10-2018 11:30,16-01-2019 09:11
39655, Arizona Wildcats Fans, Fans of Arizona Wildcats,24-10-2018 11:30,16-01-2019 09:11
39656, Clemson Tigers Fans, Fans of Clemson Tigers,24-10-2018 11:30,16-01-2019 09:11
39657, Kansas City Royals Fans, Fans of Kansas City Royals,24-10-2018 11:30,16-01-2019 09:11
39658, Philadelphia Phillies Fans, Fans of Philadelphia Phillies,24-10-2018 11:30,16-01-2019 09:11
39659, Los Angeles Dodgers Fans, Fans of Los Angeles Dodgers,24-10-2018 11:30,16-01-2019 09:11
39665, Aspen Skiers and Snowboarders, Consumers reading reviews of ski resorts and snow reports in Aspen.,24-10-2018 15:20,24-10-2018 15:20
39685, Credit Cards Rewards Researchers, People researching rewards programs and comparing credit cards.,24-10-2018 16:30,24-10-2018 16:30
39767, Mexican Food Shoppers, Consumers shopping for products and ingredients for Mexican recipes.,25-10-2018 16:20,25-10-2018 16:20
39768, Hair Loss Prevention Researchers, Consumers shopping for hair loss prevention products and services.,25-10-2018 16:20,25-10-2018 16:20
39770, Sparkling Water Enthusiasts, Consumers researching sparkling water companies and purchasing sparkling water online.,25-10-2018 16:20,25-10-2018 16:20
40183, Canoeing and Kayaking Enthusiasts, People reading about canoeing and kayaking news and destinations.,02-11-2018 17:10,16-01-2019 09:11
40184, Scuba Diving Enthusiasts, People reading about scuba diving news and destinations.,02-11-2018 17:10,16-01-2019 09:11
40185, Astronomy Enthusiasts, People researching news and trends in astronomy.,02-11-2018 17:10,02-11-2018 17:10
40186, WWE and Pro Wrestling Fans, Consumers watching and reading about WWE and pro wrestling.,02-11-2018 17:10,02-11-2018 17:10
40187, Organic Food Eaters, Consumer reading about organic foods and researching organic food recipes.,02-11-2018 17:10,02-11-2018 17:10
40188, Civil War History Buff, People reading about the history of the American Civil War.,02-11-2018 17:10,02-11-2018 17:10
